reviewid,username,userimage,content,score,thumbsupcount,reviewcreatedversion,at,replycontent,repliedat
gp:AOqpTOEpUeBeTtc5s3hwTyd_mKycqYfytiNioUxB2wK1YfcbKRok49BpdpNwtE_r_HNQuZeqd8XcDu_vblScdvY,Matthew Steinhauser,https://play-lh.googleusercontent.com/a/AATXAJxNsPso4oZMHJscm5_ZVZK0sVgctXMS2IuX2PCp=mo,"This is getting ridiculous. Every time I get points through the app now, they increase how many points I need to get a gift card. I will stop using this very shortly. There are other options out there.",2,2,1.47.0,2019-12-25,"Hey Matthew, we’re really sorry to hear you’re having a bad experience with us. If you would like to send us a message, including this username or a reference to this review, at support@joindrop.com we would be happy to go over the policy change and your options. Thanks for being a Drop member :)",2020-01-06 16:53:18
gp:AOqpTOFqIHG9FoTmi_2yJ3gnZ-cLTisJcC-jfvD8D6I8hznZEWz7a5L22Fu5TMOEW8Oyl-Ird04BZ_G0tphtnqw,Roohie Natt,https://play-lh.googleusercontent.com/a/AATXAJy62FSxsTuhcnZKMPVeztEj0NCCOHVddom_7ncR=mo,it's been more than a month I am not able to login or rest the password for this app. never recieving reset link. earlier it was working fine but now all it says is please try again.,1,2,1.27.0,2019-02-21,Hi There! We would love to look into this with you! Could you send us an email at support@earnwithdrop.com with the subject line Playstore Store Help (Roohie Natt)?,2019-02-27 13:19:49
gp:AOqpTOEyfn811xruLEPk1vol5extsSwfZtnX33gMah2f3x38QfsxLmnueT6lV23nWQtkcHgR375yBpeQfVwNzFE,Andrea Mills,https://play-lh.googleusercontent.com/a-/AOh14GjPwzVrafCHD45tc2Vo1H3WO1kLQlYVj_5YJAvL6TM,"It was nice until they increased the goal. I understand changing it for future members but I was already eligible for a $10 reward and now the minimum goal is 25,000. Getting rid of this app....",1,1,1.51.0,2020-03-31,"Hey Andrea, thanks for sharing your feedback. We'd be more than happy to guide you on how to easily earn enough points to get to your next reward. We have plenty of boosted offers, games, contests, surveys, offers over 25,000 points and more. Please reach us at support@joindrop.com if you have any questions. Have a great day!",2020-04-02 13:19:04
gp:AOqpTOH8gQj-FhgoQyAktLeZnvHgNX5veR2xJbc_CPq3y942Ye77AkSWJpjsjLcX2sfq0hT1c16usLrHxbk6HS8,Shannon Sinclair,https://play-lh.googleusercontent.com/a-/AOh14GgRLt3-0CULdsF3acQvXCCWqT83KXLBlQP2wWE2ig,"So when I first started this app, the redeemable gift cards were starting at 5 dollars. Pretty reasonable. Now the lowest is starting at 30?! Are you kidding me?! Its forcing you to shop more and I used to use the Starbucks gift cards RELIGIOUSLY. very VERY disappointed.",1,2,1.39.0,2019-11-19,"Hey Shannon, we’re really sorry to hear you’re having a bad experience with us. We know it can be really frustrating when things change in the app. For a little more context on this we made an FAQ series that you can check out here: https://support.joindrop.com/hc/en-us/categories/202567547-FAQ
Hope you have a great day!",2019-11-19 17:33:05
gp:AOqpTOFCUrsKcmvb291oIUMxUr6M_ZNsyR9YajCSkvoVUgf6CRHpKv1O8f4aFof8cPL3y_4TqyP-OMuMp8Bwbww,Dustin Ward,https://play-lh.googleusercontent.com/a/AATXAJw07IHGD4l2CTVEdl9OFDlzV3jGxUtTVam3v8Cc=mo,"I would give this app a zero if I could. I installed it, it grabbed my Facebook data then proceeded to crash every time i opened it to finish setting it up. Uninstalled it and started looking at competing apps.",1,1,nan,2019-10-02,"Hey Dustin, 

Thanks for letting us know! We encourage you to submit a support ticket in-app or alternatively send an email to support@joindrop.com with the subject line ""Play Store Help"" and we would be more than happy to help! 

We look forward to hearing from you!",2019-10-04 10:38:39
gp:AOqpTOHeschvAtzPaeo-2DYFGVtOPBUsq9xE5suZloIzQavckUWFjkLLeZGDH6cZ49dHu1keS1zJDuzJb3bdDxY,Will Cabrera,https://play-lh.googleusercontent.com/a-/AOh14GiIwG-2XPEe0aacBEC_A6grTZnJz1sLok_XrLCwXg,"I tried to use this app to shop at Target and when I search Target, I was getting a could not find message even though it was part of a flash deal. When I click ""shop"" on the flash deal, it just spins. Worthless.",1,1,1.62.0,2020-08-27,nan,NaT
gp:AOqpTOGRS9HYJneXZGeSalOlfMfWmDto8ty7LKhvRViJkqxs1bg6SOQB3HXf-LNucn-TjgqV6m8Bmiv2txasVP8,Sarah Conway Schnurr,https://play-lh.googleusercontent.com/a-/AOh14Ghssraszhug_RoPmUv5ejZYpUU0T8vJVKSDFRhTASU,"Ongoing bugs with missing points and currently a ""network issue"" that persists through uninstalling and reinstalling the app in addition to attempting to connect through wifi or mobile data.",1,2,1.38.4,2019-08-16,nan,NaT
gp:AOqpTOHShg_Rn4J7jA7-sCMPDyadOUew_kQ8ABYHNPOd35NFL19K67czoLVppSgfOlHPlCERwE6eC1Znia8eNtY,Whitney mornson,https://play-lh.googleusercontent.com/a-/AOh14GhYmKHOaAs-nSypJuN5O85R2lD1Nw_jYXbOZU_QIg,I was enjoying this app but now that they made it harder to get rewards im thinking about uninstalling it. I dont want to hear about the things i can do to earn more points i was shopping at stores for points that should be enough,2,1,1.39.0,2020-04-05,"Hey Whitney, we’re really sorry to hear you’re having a bad experience with us. We know it can be really frustrating when things change in the app. For a little more context on this, we made an FAQ series that you can check out here: https://support.joindrop.com/hc/en-us/categories/202567547-FAQ
Hope you have a great day!",2020-04-29 14:49:46
gp:AOqpTOH578vIbSsD11GJlJ61ayETOVUdjKtUxfO6agc9hJfTUH1fZqK1Ipp9GYuNQtduXcGKq_awEMd4gtgH_zQ,Janice Carter,https://play-lh.googleusercontent.com/a-/AOh14Gh41kZUPOf-z70VQlAM3EMp0XCvHm9GEKgPpU7fHQ,"I ""loved"" this app because I would redeem my points for $10 amazon gift cards. Last month I tried redeeming an AMZ giftcard and noticed the minimum increased from $10 to $20. I said fine ... I'll wait until I have $20 earned to get it. Now, Drop is now forcing users to buy products through their marketplace to redeem amazon gift cards. 1 STAR. I should have the choice to redeem my money I earned. Crooks.",1,2,1.39.0,2019-09-28,nan,NaT
gp:AOqpTOETWOvbiA3cLpnCucqu-EmmyTjfRdiXtvFjOpj4t6Yxm0m3e-mwiGdcBaZF_tsSb9O1wbVKUyFsrE9cGjI,Taylor Marchi,https://play-lh.googleusercontent.com/a/AATXAJwaNxx4D4R5ZIzrWAYJqnVU4jHaqSyeG2RG4uxR=mo,Once I got to the part where it said to choose the stores I mostly shop at it took me off the app and on to the homescreen of my phone. I tried doing it multiple times but every time it would log me off of the app.,1,0,nan,2019-06-28,nan,NaT
gp:AOqpTOHwTinPC982WVubG9HfAZoVml_nK9cRa_Ip33aWPM_DvIGoLlzxyaz1iT4ch1uY2o_-jBv_RNVy7fqP3eI,belkis ayala,https://play-lh.googleusercontent.com/a-/AOh14GisNRYbfn0XGtzM2zCnnE0EpivIs9B2uX_79-EjYA,"Not worth ..i was soo excited finally getting to 1000 points to cash out now the minimum is 25,000 will never change swagbucks..i tried with drop but not only it takes for ever but they changed the rules on redeeming once you are the closest to your goal",2,0,1.47.0,2020-01-13,"Hey there, we’re really sorry to hear you’re having a bad experience with us. If you would like to send us a message, including this username or a reference to this review, at support@joindrop.com we would be happy to go over the policy change and your options. Thanks for being a Drop member :)",2020-01-13 15:19:28
gp:AOqpTOFFTzjfb496F9Qfg9rrM85iTN4gcg0tZDSMZwuj2iblT6qmdyaVZSJ1vuY_ImlJSpLlIcqUojNjcnP9vvk,Chris Roberts,https://play-lh.googleusercontent.com/a/AATXAJxmekZBD_rpqK1NpA0c8feacZf3VhjCdpmyA-gW=mo,Extremely slow app,1,0,1.82.0,2021-09-18,nan,NaT
gp:AOqpTOFv4hzP5dIeCEfwUfCzYFitN2vS1izBz2fgOAE5zsvJN5J7-1xAJJlZbIDWbyJeAurFScZJOQswqSCcqNI,Haley D,https://play-lh.googleusercontent.com/a/AATXAJwEvGK6QYZh_UufW5dgOEtC4sE9_537sZ_M8smA=mo,I have been trying to change my email because I can no longer use my old one. I get a verification code sent to my phone and everytime i enter in the code it says the code is in use and that something has gone wrong. So I can no longer redeem my points.,1,5,1.45.0,2019-11-16,"Hey Haley, we know it’s frustrating when things don’t work as they should. We’ll be happy to take a closer look at this one if you would like to reach out to us at support@joindrop.com. Hope you have a great day!",2019-11-18 12:52:42
gp:AOqpTOGUbaSyVPIT30_-8ISdMvUb_32qv54ZScLlwtsurSqf8OIga2X20hcDUWuqfKtlNHMg1cmjHFf7UV15DLg,Moon Tron,https://play-lh.googleusercontent.com/a-/AOh14GiizOXT9P4c2oqH5_UNLGn_07erg5NOR_gVQiwA9g,Great concept. Much easier than having to scan receipts. The one downfall is once you select the stores you select cannot change them. It would also be nice if you could choose more than 5 places.,4,2,1.45.0,2019-11-23,Thanks for taking the time to leave a review! We really appreciate your feedback on the app. Hope you have a great day!,2019-11-25 12:40:16
gp:AOqpTOFGSJQkYT3Uz81R8Krk0Q3HJ3656aJlFsbD65g0TaVtHfPau5-GvP_RdpS1Zd--B_8IJT5Yk2LEqmbNJ5Q,Vanessa Penor,https://play-lh.googleusercontent.com/a-/AOh14Ggzjy8U-2nbab95DZV3ZtumsapWp0QW2J6D5pZ3c4s,I cannot even use this app at all my cards won't link due to connectivity issues 🙄 connection issues for over a week?! Lame support for customer service sends out generic default messages for connectivity issues I'll be uninstalling sad to see so many issues from beginning,1,0,nan,2019-09-23,nan,NaT
gp:AOqpTOEaIyBSMWsmbapTlY7juyLFmVx5VJ1ajjFttO2hBJeqtdwQf3lTTYeQb4p_NthWJMOSYwaK6Rw99ipr-TE,Elliott Paige,https://play-lh.googleusercontent.com/a-/AOh14GgdC9ncIP_i7bYcibx-aPqu-auvt9wZXPQ8uzYDsA,Edit: the app is working just fine now. thank you for the resolution and response! tried to accept/access the new terms and policy update when first opening the app and it wont let me.,4,1,1.34.0,2019-07-23,"Hey Elliott, thanks for sharing this with us. Our team is working to improve this part of the Drop app as we've recognized that some other members are experiencing the same issue. We're hoping to have this resolved as soon as possible so you can log back in and start earning point again. Thanks for your continued patience!",2019-07-23 16:43:38
gp:AOqpTOFpY-_ywddu1XIvf1-L0WAxXU42v5OBoaZhXGbtNbDDU-FoeYtfsVzSIeVouFz_ktQS9PVeWZR0G8GGnC8,Kristen M,https://play-lh.googleusercontent.com/a/AATXAJwuGEeSOcMzHvriLTnYSQrVNZVzjEm5GjhoigW9YQ=mo,I love this app but why did they take away all the options for gift cards below $25 dollars? Used to be able to redeem points for $5 gift cards now $25 is the minimum. WHY!,3,7,1.47.0,2019-12-28,"Hey there, we’re really sorry to hear you’re having a bad experience with us. If you would like to send us a message, including this username or a reference to this review, at support@joindrop.com we would be happy to go over the policy change and your options. Thanks for being a Drop member :)",2020-01-06 16:38:13
gp:AOqpTOGit6iuRa8CCyBiu4T94s-qWRQfzh-HWO6ukSC5q46IXN7WhrXQoD0oxM0vVN5WlW8ibr8PJuhR5R_4oLo,Alia Sch,https://play-lh.googleusercontent.com/a-/AOh14GjJSNtGLLyJvnhipGunHG6e617YPCLK7j2pJv5QwA,"There's an excellent and communicative support team! I had an issue with points not showing up, and I wrote a message; it was resolved within a day thanks to Olive! :)",5,0,1.34.0,2019-06-24,nan,NaT
gp:AOqpTOF8FZWBJE9ejGz8MHuWejp3b49dGzW0dhD3_xZocHHOHdWDRQE0LAzYLEKAPWzrfMgqc3RuPPjqJxZ3Gv4,Toni Remer,https://play-lh.googleusercontent.com/a-/AOh14GjLIiSVuGev69rA0iGdNNIUKrqNmgCpV4e0Ju5P,"I have a brand new Android tablet with really nothing on it, and this app kept kicking me off when I attempted to search for a particular item. Plus, there's not much to shop for. Don't waste your time with this app.",1,0,nan,2021-01-02,Hey there Toni! Let's get you back onto the app! Send us a line at support@joindrop.com and one of our lovely CS agents can help you with this. Be sure to reference this review - hope to hear from you soon! :),2021-01-19 07:58:38
gp:AOqpTOFN5vKYivQe4GQUVCT6fY3dqugkYow2CPLEzhs552sZCUduLZGRraMuYTU2CHSyzlbrP0KcXf8zENd851Y,MJ Gutzmann,https://play-lh.googleusercontent.com/a-/AOh14Ghs9b7dPQwZg8JKW6sGEv-LqmPn-RDZWkr2u7Niig,The old version was much better. It's worthwhile for a couple of flash deals a month worth $1 each. But the surveys are long and pay pennies.,3,2,1.77.0,2021-04-14,nan,NaT
gp:AOqpTOGH7F29aMcYjjG9RGXJrda0fOxJq4DDSFzMkppGT8cp7aS5Rcdahs850bfrfJjf8vrunarD5rBN0WGO4nI,Yvette Nohrden,https://play-lh.googleusercontent.com/a-/AOh14GgNCt0ej2M48L3qoJ6QtCiZmRvYrcy3tUSXjqWbAg,it is not clear whether or not you can use the app to make eligible purchases because the drop app tries out you to a desktop version and when I submitted a question to support it send me an email to log in somewhere with a username and password and you've got to be kidding me creating another username and password for a support portal. That's ridiculous why can't you just make the app transparent and straight forward and why the heck would an app route you to a desktop version and not the app,1,3,1.27.0,2019-03-28,"Hey there, this sounds like a case for our support team! Could you please submit a support ticket to support@earnwithdrop.com entitled ""Google Play Store help"" describing the issues you're experiencing so we can look into it? We'd love to get you back to earning points and rewards! :)",2019-05-13 15:10:05
gp:AOqpTOHF4HHbDX1oNNZRFGTCzl_12DzH84swBRFK1-FzVkKKCAmknmaAleZvNHO5m8_sTsh-4iSurqk6jWrqBbY,Amanda Ouellette,https://play-lh.googleusercontent.com/a-/AOh14Gg1dfEAU_AY32B5mDYJkiThOWopNFNK0iqXHXVu51c,"This app used to be so amazing, little to no work, you spend money on linked cards at your stores and boom points, but now it's so complex and I would have to shop at places I never do to earn points.",1,22,1.63.0,2020-09-17,nan,NaT
gp:AOqpTOHoMPI3tvHc_BKrEvX36oOVBdoFUmG4g_7tGfNjD9O_fCmpG84UoTqFsG3hc_9lJK8jbdtMvX_3W__rnz0,Lindsey Baker,https://play-lh.googleusercontent.com/a-/AOh14GierPIMpWkyxOH3j7HmR5SAT56dyd-jiIKHP1izAw,"This is a great app to get some extra savings from spending at places like Starbucks, Target, etc. Customer service is very helpful as well!",5,0,1.34.0,2019-06-11,"Hey Lindsey, thanks so much for your kind review! :)",2019-06-12 17:44:36
gp:AOqpTOEQAbDvnTI3y9H9OHw1l8FQbTtkRLG4_X2AEhRj6ofjFi4SROCN3qcS8nywR1tYTcEtbZliXgUcXuAoGCc,Sandi Taylor,https://play-lh.googleusercontent.com/a/AATXAJzuSA2-zl1lXvmtmaQDSFGMfmjH3RJfLKwjLEPc=mo,"It's great to earn some ""extras"" while buying the stuff I'd be buying anyhow :) And Drop has some AWESOME customer service reps who are friendly, quick, and responsive when I contact them via FB Messenger! Kudos to Drop!!",5,1,1.47.0,2019-12-17,"Hey Sandi! So glad to hear that you had a great experience with our support team. We're always here if you need us :)
Hope you have a great day!",2019-12-17 15:13:07
gp:AOqpTOGfk9hMVvv5ae7wWvQ_ra1b00WqWQwzzoomx_UFxzYsEp5ZuJAuyeF5nOxr_BxeTnXfdOQsuhqY_4tJpjQ,Dominic Broad,https://play-lh.googleusercontent.com/a-/AOh14GgZwjOr2cj5A1JJZY952-qoBj1LZfSeUycIobZ_Kw,"I had an issue where I couldn't redeem my points. Olive at support though was very, very helpful and assisted me right away. Great customer service!",5,5,1.66.0,2020-11-24,"Hey Dominic, Olive here! Thanks so much for the rave review! I'm so glad I had the opportunity to help you out! Thanks for being a faithful and friendly Drop member. :)",2020-11-24 16:16:42
gp:AOqpTOFHdyOwHvTIeUeIv-MaA06S8XgzIXeMCzV_muWBIkbIh8zvzxyWWaVtCEwfzVdfgMd0P7p1x5KBhtGHXOY,S Lee,https://play-lh.googleusercontent.com/a-/AOh14GjnJ88FI3SnI2kEZTRe9W3_DxlbLcJuTEJm4NbLfg,i keep getting points for noth games last 3 days...it freezes after each. then does not add any of my points. if i exit it says will lose them so i just move to another app . None show up. Customer service chat...is horrible.,3,0,1.65.0,2020-10-27,"Hey there! Oh no, that sounds like something we should definitely look into for you! Could you please send us an email to support@joindrop.com? Please reference this review, that will help us make sure we have all the information to get started on investigating this. Hopefully, we can straighten everything out!",2020-10-27 16:32:53
gp:AOqpTOG5lAfQ63GHeWfnFey8UR9HR6nf-2ofZEedT0FX0ZMPuL7W-Cx7P1wG0qdPM0TSlFySln77opoB1Hw1OF0,Donna Newport,https://play-lh.googleusercontent.com/a/AATXAJzV7SSqSCwEZT8eMaJ5h2V_igVFzbrdc17-BGw2=mo,"What on earth is up with this app?? It stutters, stops, starts, pauses, and then stutters some more. Finally just have to close it and move on to something else. It is MADDENING!!",3,1,1.66.0,2020-11-06,"Hey Donna! Oh no, that sounds like something we should definitely look into for you! Could you please send us an email to support@joindrop.com? Please reference this review, that will help us make sure we have all the information to get started on investigating this. Hopefully, we can straighten everything out!",2020-11-10 15:24:44
gp:AOqpTOFeObH9kSvmXFQeS6AiYmO98Hyd03G2wlcr4gPcuBWQzPoHmEAuhqpiDOpwEY1EAIJu1EyZ7_AOpbp7xGY,Solomon Deutsch,https://play-lh.googleusercontent.com/a/AATXAJzcA06eU9RTeZ2k9FG4sNuo-31AdQAwNYo3AxWb=mo,I made a purchase but I have not heard anything re a reward. The chat seems to be run by a bot that is very aggrevating to deal with and doesnt seem to provide a solution.,1,4,1.71.1,2021-02-14,"Hey there, this sounds like something we can help out with! Could you please send us an email to support@joindrop.com? Please reference this review, that way we can have all the information to get started on investigating this. Let's straighten this out for you. :)",2021-02-18 15:13:00
gp:AOqpTOHmDuB47rjuJBBOkG8JDiZOwNqVG4ts0RDBufxvDlhcoezCuvmR9IbP12PEsr1G4XGSJvge_PpESRC2bLs,Reece Mak,https://play-lh.googleusercontent.com/a/AATXAJzinKCESLvHtFoA3kooae71FOvuF83gNiXCwEj6=mo,"used to be 5, now it is a 1. impossible to cashout. they keep raise the cashout limit. feel like a scam app. i will uninstall the app even though I have so many points unable to redeem. it is not worth the time to keep the app anymore.",1,1,1.51.0,2020-02-16,"Hey there, we’re really sorry to hear you’re having a bad experience with us. We are working hard on new features that will provide you with more opportunities to earn points and customize your Drop experience. If you have any other questions please don’t hesitate to let us know at support@joindrop.com. Thanks for being a Drop member :)",2020-02-26 15:02:01
